Iteration	Y	var_1	var_2
45.0	-0.674154926917	-0.198949632976	-0.626584795789
46.0	0.0566844949497	0.364652724373	0.426014849992
47.0	2.3337135432	-1.37393180978	-0.0183424403205
48.0	-1.02645877005	-0.086131935985	0.737016113677
49.0	-0.00177867825622	0.0195584465307	0.0313249982206
50.0	-0.41299607752	-0.29800239746	0.928559872376
51.0	-0.784995448822	0.106250837189	0.578990563081
52.0	-0.813815786151	0.33340461966	-0.699948043585
53.0	-0.932683607142	-0.247081893669	0.751083151291
54.0	-0.137434828521	-0.113707116806	-0.23934474846
55.0	-0.660113444216	0.200787391384	-0.485454911197
56.0	-0.840769901414	-0.0859344110119	-0.600123302893
57.0	-0.706379351181	0.102075367899	-0.890425257995
58.0	-0.99040506256	-0.0449022440546	0.642524102348
59.0	-0.392401953557	-0.156433676706	0.351895966758
60.0	-0.154838486462	-0.633544020747	0.784651001385
61.0	-0.926848547576	0.0102165765639	-0.801394720617
62.0	-0.136245838905	-0.375180592596	-0.781005285409
63.0	-0.602752213635	-0.17474703925	-0.825926891717
64.0	-0.233791028596	-0.525694788522	0.574205586534
65.0	-0.105582344216	-0.0335599614884	0.990152564826
66.0	-0.368876408631	0.548405003309	-0.713579617585
67.0	-0.968559034332	0.10431265389	-0.62049254726
68.0	0.284829286227	0.43419370116	-0.27405944224
69.0	0.727537436255	-0.469328287615	-0.195426335106
70.0	0.148220076428	0.466695894069	0.755914352464
71.0	-1.00410796381	-0.161893135536	0.746934135963
72.0	-1.0106288509	0.162797360235	-0.726552851601
73.0	-0.617835946145	0.210387056766	0.778770771889
74.0	0.492949241472	-0.903646131637	0.856991328509
75.0	-0.829881390532	-0.297959480661	0.649128709453
76.0	-0.0763749065743	-0.405480940911	-0.60046614102
77.0	0.443201069996	-0.50237987617	0.283441089009
78.0	-0.940536783214	0.143705465818	-0.808215385862
79.0	-0.219281662031	0.291995535446	-0.963847565897
80.0	0.539624521968	1.04187196254	-0.727125307577
81.0	0.0969246379994	0.578797382804	-0.927026068738
82.0	-1.0116915508	0.0223552596679	-0.724598224249
83.0	-0.544511716465	-0.0874171204704	-0.434666191396
84.0	-1.0267047551	0.0956966385829	-0.688422682089
85.0	-0.937254905593	-0.0222873780533	0.800106501591
86.0	-0.920538648655	0.0232838567875	0.61192794564
87.0	-0.859940342557	0.118710730484	0.690629535493
88.0	-0.635623851834	-0.223769697707	-0.732578667848
89.0	0.000585600257955	0.17659770651	0.202950573927
90.0	1.87192390311	-0.892586533362	-0.81957883417
91.0	-0.337887090236	-0.050236308283	-0.942763403785
92.0	0.617498086651	-1.25258558217	0.643401911592
93.0	2.61464289478	-1.49091553514	-0.843932554662
94.0	-0.853305589745	-0.222670749373	0.828041613269
95.0	-0.80009586759	0.269207654761	-0.597512981595
96.0	-0.194594933737	-0.0382967612046	0.224753392886
97.0	-0.639863483213	-0.406804729635	0.654579163786
98.0	-0.844982036484	-0.195819860419	0.573550856202
99.0	-0.540480005634	0.0681300296461	-0.397392479262
100.0	-0.948367434577	-0.10772190922	0.605804336392
101.0	-0.943704613337	0.242743342355	-0.709491893623
102.0	-1.02054697272	-0.0365511383731	0.709354971096
103.0	2.3324538684	-1.01290397783	1.11491274011
104.0	2.13954598429	-1.65880218567	-0.476355210616
105.0	0.540389468265	-0.571450449537	-0.751709879478
106.0	-1.02387399559	-0.107265067988	0.684846319598
107.0	2.30710747311	-0.320378767571	1.1866274643
108.0	-0.749666829016	0.233716436213	-0.86303209341
109.0	-0.846925041648	0.124560547171	-0.547859736071
110.0	-0.811177686592	-0.071000002035	-0.816331541239
111.0	-0.917674714763	0.0496240119081	0.769795073004
112.0	-0.185590482087	-0.50815353068	0.897124269752
113.0	0.296447729074	0.51387999158	0.607904481931
114.0	-0.301341598542	0.212670643979	0.412961260724
115.0	-0.629310336188	0.430172262399	-0.698174911708
116.0	0.346612780535	1.34086477722	-0.800524565089
117.0	0.691751428892	1.43880637634	-0.522740082824
118.0	2.2042346597	1.32028375498	-0.0909662220016
119.0	2.28122876539	1.1068573158	0.386304808064
120.0	-0.0549625147625	0.548651024765	-0.521387747312
121.0	1.34499585567	0.77658050705	0.76511563407
122.0	0.158781699525	0.221436318528	-0.0665111819203
123.0	0.529217974374	1.30688291498	-0.655771997229
124.0	-0.798681219034	-0.316423592932	0.797427886144
125.0	-0.633871854307	-0.0107291678888	0.442370631313
126.0	-0.851182668436	0.298123480463	-0.775215772583
127.0	-0.267901557839	0.343560449835	-0.414403152859
128.0	0.855484202457	-0.752006139637	0.38524758378
129.0	0.284244877498	-0.277050919379	-0.0973177110763
130.0	-0.839004194943	0.0168648260164	0.553181416815
131.0	0.0998440706861	0.737143385584	-0.690766137078
132.0	-0.65920879645	-0.134736259114	-0.526860759252
133.0	0.249736927608	-1.41286803072	0.839459480143
134.0	-0.836667879033	-0.130654217205	-0.720674759065
135.0	0.0480940094676	-0.273092165968	-0.925510742038
136.0	-0.0652587183182	-0.285964589062	0.284312180888
137.0	-0.0193482959557	1.54488305474	-0.741570015495
138.0	0.449492427074	1.48396291599	-0.955651647972
139.0	-0.731448263479	0.181135801372	0.653658468031
140.0	1.12231626052	-1.30256812737	1.00807482169
141.0	-1.00769382864	-0.169106842779	0.720622145704
142.0	-0.86279124827	0.0689290633559	-0.842590327774
143.0	-0.0650654922663	-0.0124180757672	-0.130842894908
144.0	-0.747424768086	-0.0690015654697	0.87817351276
145.0	1.15027756609	-0.59957270466	0.0415138272551
146.0	-0.493517827643	-0.496784241498	0.726379367963
147.0	-0.598569137553	-0.131604132131	0.433386431058
148.0	0.941042481905	0.495779608624	0.943970589685
149.0	0.255960615133	0.0925665569201	-1.03632557105
150.0	-0.330981863391	0.290606198039	0.815518207209
151.0	1.61587536936	-1.60740296803	0.191630687137
152.0	0.00932094998715	-1.59133221205	0.675040925025
153.0	0.282594290336	-1.46087677285	0.651714343596
154.0	0.381406426574	-1.64647294587	0.527013527857
155.0	0.0151931943495	-1.60024240782	0.900459675325
156.0	-1.00995392488	0.0430186055694	-0.748981552161
157.0	-0.192489508883	-0.191301799546	0.980500799326
158.0	2.96055572731	-1.81533893119	-0.831324192186
159.0	-0.308118987618	0.305429314924	0.541285294163
160.0	1.66666561214	1.06859650391	-0.303552739684
161.0	-1.00079291321	0.156907655575	-0.756207707767
162.0	0.395137441735	1.64791220657	-0.522866724586
163.0	-0.175261459466	1.71318148958	-0.735204787151
164.0	0.0320020538885	1.66194109166	-0.928318559313
165.0	-0.192553942561	1.65464533404	-0.807827053247
166.0	1.09976486926	0.618070171907	-0.126019043006
167.0	-0.151310288362	-0.43777476289	0.450054315416
168.0	-0.399554423275	0.182157897709	-0.365683299088
169.0	-0.931168311099	-0.187254872798	0.801568866128
170.0	0.534562377335	-0.990400655123	0.69160200368
171.0	1.4642702658	-0.584477422498	-0.967981239773
172.0	1.58800859496	1.58523882678	-0.206984208449
173.0	2.29371252944	1.5179157587	0.231272022954
174.0	2.328776819	1.20103873229	0.755754933464
175.0	2.23538293327	1.36083521314	0.531050242488
176.0	-0.750731458185	-0.052978954052	-0.520191562481
177.0	-0.853341845967	0.0215777601468	0.823531244779
178.0	1.1573157313	0.602968186385	0.202729073835
179.0	-1.01473232663	-0.142723471621	0.68798202034
180.0	-0.20659560046	-1.73263267509	0.791559952809
181.0	-0.159612254658	-1.62103058861	0.783616809051
182.0	-0.453912326731	0.48679823459	-0.815331887483
183.0	2.13847624452	-0.975063297996	-0.317265240159
184.0	-1.01197885527	-0.0279859192261	0.684267290259
185.0	-1.01198636136	0.0243225798067	-0.689500617334
186.0	-0.571740464526	-0.25996470588	0.479370452875
187.0	0.756724046858	-0.562207531783	-0.397268885273
188.0	0.110239855181	-1.81299176747	0.662635857238
189.0	2.31352989803	-1.75318013339	-0.156957683262
190.0	-0.123917884106	-1.70108859834	0.700445246929
191.0	1.33372164772	-1.83113743927	0.340721385594
192.0	-1.02715620826	0.101017330368	-0.735052739616
193.0	-0.9169508703	0.076244522001	0.729735879732
194.0	-0.587977272926	-0.378067796299	0.852072379016
195.0	0.591328449455	0.431364168883	-1.04142012368
196.0	0.116068799263	-0.275588513071	-0.256894031606
197.0	-0.371970809179	0.0916648790578	0.92572683485
198.0	-0.422233425168	-0.302848336174	-0.637192115042
199.0	-0.896053470743	-0.0586414156093	-0.619628486075
200.0	1.92434736789	1.00732991011	0.611830906397
201.0	-0.690348640309	0.361956861278	-0.625504268443
202.0	1.52944333366	0.90234745315	-1.04784800731
203.0	6.9258704845	-1.64079317915	-1.21827287926
204.0	0.400930293495	-1.73786361889	1.00477462687
205.0	1.77240371135	-1.49471856466	1.11985199987
